Settebagni trilocale con balcone e box auto	Trieste / Somalia / Salario	123.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-trieste-somalia-salario/settebagni-trilocale-con-balcone-e-box-auto/87832875	SETTEBAGNI appartamento al piano primo, composto da ingresso-soggiorno, cucina, corridoio, due camere, due bagni, balcone, posto auto e box auto. 123.000€ 

81MQ INTERNI + 13MQ DI BALCONI + 20MQ DI BOX AUTO + 13MQ DI POSTO AUTO SCOPERTO â€" TERMOAUTONOMO â€" PORTONCINO BLINDATO â€" AFFACCIO ESTERNO â€" TRIPLA ESPOSIZIONE â€" BUONO STATO.
