Roma Est Porzione di Bifamiliare con Giardino	Prenestino / Casilino	215.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-prenestino-casilino/roma-est-porzione-di-bifamiliare-con-giardino/87825785	ZONA ROMA EST CASTELVERDE
Mediazionecasa Agenzia Castelverde Propone in vendita

PORZIONE DI BIFAMILIARE RECENTE COSTRUZIONE CON
GIARDINO E BOX AUTO
INGRESSO INDIPENDENTE

Composto da:
.1liv:( Piano Rialzato ) Soggiorno, Cucina,Camera Matrimoniale, Cameretta , Bagno e Uscita Diretta al Giardino.
.2 liv: ( Primo Piano ) Camera e Bagno.
.3 liv: ( Sala Hobby ) Soggionro con Angolo Cotturae Box Auto 25Mq;
Rifiniscono il villino: Persiane in ferro, Porta Blindata con Cilindro europeo,...
