Negozio in Vendita	Roma	2.800.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/negozio-in-vendita/87845701	Nel quartiere di Vigna Clara prestigioso locale indipendente ad uso commerciale con possibilità di cessione licenza 
 Il locale con doppio ingresso si presenta in buone condizioni, si sviluppa per 620 mq totali circa ed è così composto: al piano rialzato di 450 mq gli ambienti principali le due grandi sale con varie finestre che lo rendono molto luminoso, zona bar con antico forno, ampia cucina con canna fumaria, locale deposito magazzino, doppi servizi , giardino privato di 100 mq ....
