Appartamento open space	San Giovanni / Appio Latino / Ardeatino	280.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-san-giovanni-appio-latino-ardeatino/appartamento-open-space/87804462	Appartamento open space C2 in zona centrale (san Giovanni)
vicino alla metro Re di Roma, ingresso indipendente.
superfice unica con zona cucina rialzata , zona notte con cabina armadio , salone e grande bagno con idromassaggio.
