Bar in Vendita	Roma	60.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/bar-in-vendita/87849355	Rif: 63 - vendesi attivita di fruit bar in via volturno composta da 2 ambienti di cui uno laboratorio, dotata di tutti i macchinari necessari all'attivita',esercitata in via volturno (zona via xx settembre). classe energetica g 175 kw/h.
 prezzo di vendita richiesto 60.000,00 euro, canone mensile di affitto dell'immobile 1.500,00 euro. ottimo investimento. prezzo trattabile
 per info e appuntamenti contattare l'agenzia immobiliare roma centro allo 06/64007056 o al 392/5933115
