Bilocale viale bruno buozzi, Roma	Roma	400.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/bilocale-viale-bruno-buozzi-roma/87840096	Rif: 2/6 - "parioli viale bruno buozzi in palazzo in cortina di 5 piani con ascensore e servizio di portineria proponiamo appartamento in buono stato composto da ingresso salone cucinotto ampia camera matrimoniale servizio e ripostiglio con finestra.
 compleano la proprieta' box auto di 20 mq e cantina con finestra di 20 mq.
 mrcase sede corso francia 06/33.40.000 www.mrcase.it
