Bilocale via Giovanni de Agostini, Roma	Roma	210.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/bilocale-via-giovanni-de-agostini-roma/87838105	Rif: 14 - PIGNETO - VIA GIOVANNI DE AGOSTINI
 In stabile degli anni 60' proponiamo in vendita appartamento bilocale composto da: ingresso, salone, camera da letto matrimoniale, cucina abitabile, servizio, balcone e cantina. Buone condizioni. cl. Energ. G 
 PER INFO CONTATTARE LO 06/45654535
