Colli portuensi bilocale con terrazzo	Gianicolense / Colli Portuensi / Monteverde	127.500 €	http://www.kijiji.it/annunci/vendita/roma-annunci-gianicolense-colli-portuensi-monteverde/colli-portuensi-bilocale-con-terrazzo/87832838	COLLI PORTUENSI appartamento al piano terra composto da: soggiorno con angolo cottura, camera da letto, bagno e terrazzo. 127.500€ 

 L.GO LA LOGGIA â€" 42MQ INTERNI +19MQ DI TERRAZZO â€" LIBERO DA SUBITO â€" 
