Box auto Portuense/Magliana/ via Firenzuola 42 Roma.	Eur / Portuense / Magliana	38.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-eur-portuense-magliana/box-auto-portuenze-magliana-via-firenzuola-42-roma/83699295	Box auto: accesso da cancello elettrico, piano terra, 3 serrande, acqua allaccio in fogna (possibilità di bagno), mq.40 c.a euro 38000.
PRIVATO NO AGENZIA 
