Bed & Breakfast in Vendita	Roma	197.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/bed-breakfast-in-vendita/87849342	Rif: 7 - vendesi attivita' di affittacamere al primo piano di un signorile appartamento di 140 mq sito in via degli scipioni composto da 5 camere ciascuna con proprio bagno privato , dotate di tutti i confort e accessoriate, ben arredato e rifinito, subito disponibile.classe energetica g 165 kwh/mq
 il canone d'affitto richiesto e di 2.200 euro per i primi 2 anni che vanno ad aumentare di 200 dopo il secondo anno fino al raggiungimento del canone a regime di euro 3.000 mensili. la buona uscita...
