Corcolle trilocale con balcone	Tiburtino / Collatino	39.500 €	http://www.kijiji.it/annunci/vendita/roma-annunci-tiburtino-collatino/corcolle-trilocale-con-balcone/87832966	GIARDINI DI CORCOLLE Appartamento al piano secondo, composto da tre camere, cucina, bagno e balcone. 39.500€ 

DOPPIA ESPOSIZIONE- PALAZZO DI DUE PIANI SENZA ASCENSORE- DISCRETE CONDIZIONI- 75 MQ INTERNI E 15 MQ DI BALCONE.
