Ufficio A/10 ristrutturato ampia metratura	Gianicolense / Colli Portuensi / Monteverde	360.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-gianicolense-colli-portuensi-monteverde/ufficio-a-10-ristrutturato-ampia-metratura/87799884	Ufficio A10 Interamente ristrutturato nel 2008, cablato, climatizzato caldo/freddo, due ingressi + uno indipendente su strada, allarme, portoni blindati, inferriate, parquet, quadrupli servizi, mq utili 153, libero, inintermediari. 
L'immobile può essere facilmente frazionato in due distinte unità rispettivamente di 47 e 106 mq. 
Classe energetica F - IPE 178,8 kWh/mq anno
