Attico / Mansarda via della Lungara, Roma	Roma	1.500.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/attico-mansarda-via-della-lungara-roma/87842578	Rif: Via della Lungara - Allâ€(TM)interno di un elegante palazzo dâ€(TM)epoca, situato nell'incantevole cornice delle pendici del Gianicolo, proponiamo un luminoso e silenzioso attico con ascensore. Lâ€(TM)immobile presenta un'eccezionale vista panoramica e si compone di ingresso, salone doppio, da cui è possibile ricavare una seconda camera, camera da letto, cucina, servizio, balcone, terrazzino e terrazzo sovrastante. Completa la proprietà un posto auto coperto.
 
 Ubicazione...
