Bilocale	Roma	Contatta l'utente	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/bilocale/87817963	Via carlo alberto circa 50 mq nuovo mai abitato soggiorno angolo cottura camere da letto con parquet bagno terrazzo panoramico 

E140000
