Quadrilocale via Mameli, Roma	Roma	660.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/quadrilocale-via-mameli-roma/87842577	Rif: Via Mameli - In una tranquilla strada privata, proponiamo un luminoso appartamento di ampia metratura composto da ingresso, salone doppio, tre camere da letto, cucina abitabile, doppi servizi e comodo terrazzo a livello. Possibilità di parcheggio nellâ€(TM)area condominiale.
 
 Ubicazione 
 Il Trastevere del medioevo aveva vie strette, tortuose e irregolari; inoltre, a causa dei mignani, avancorpi sporgenti lungo le facciate delle case, non c'era spazio sufficiente per il passaggio dei...
