Bilocale via dei Marsi, Roma	Roma	365 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/bilocale-via-dei-marsi-roma/87839206	Rif: 857 - Nello storico e centrale quartiere di San Lorenzo, a due passi dall'Università la Sapienza e della Stazione Termini.
 Appartamento nel palazzo storico in cui nel 1907 fu fondata la 1 casa del Bambino di Maria Montessori. Palazzo con giardino interno e con spazi comuni importanti.
 L'appartamento si trova al secondo piano ed è composto da un ingresso, soggiorno, cucinotto, cameretta e bagno.
 Inoltre troviamo un soppalco dove è ricavata una camera da letto, uno studiolo ed un...
