Bilocale via san godenzo, Roma	Roma	275.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/bilocale-via-san-godenzo-roma/87840098	Rif: 14/53 - cassia san godenzo luminoso bilocale posto in una piccola palazzina in cortina con ascensore, si compone di soggiorno, disimpegno, cucina abitabile, una camera da letto matrimoniale con parquet, bagno con vasca finestrato e due balconi con accesso da tutti gli ambienti. in un contesto tranquillo e silenzioso a soli 200mt dalla via cassia.
 mrcase sede corso francia 06/33.40.000 www.mrcase.it
