Attico Via Rodolfo Lanciani ristrutturato	Nomentano / Bologna	495.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-nomentano-bologna/attico-via-rodolfo-lanciani-ristrutturato/87810923	In palazzina signorile con due scale e serv. di portineria, privato vende appartamento ad ultimo piano, con due terrazzi e un balcone.

L'appartamento affaccia internamente (sud-ovest), ha una metratura di 86mq calpestabili interni e 102 commerciali.

E' composto da: ingresso/soggiorno, salone divisibile (predisposto con tramezzo per chiusura e ricavarne camera e cameretta), doppi servizi, una camera da letto padronale, un terrazzo, un balcone, un terrazzo che affaccia internamente. Cantina di...
