Via di vermicino recente costruzione giardino e box 	Roma	180.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/via-di-vermicino-recente-costruzione-giardino-e-box/87806524	VIA DI VERMICINO adiacente a Via Torre Dello Stinco proponiamo in vendita Bellissimo appartamento situato al piano terra di una palazzina di recentissima costruzione, esternamente rifinita in cortina, internamente composto da Sala con cucina a vista, ampia Camera matrimoniale, Bagno possibilità di ricavare la seconda camera.
Balcone e bellissimo giardino perimetrale.
Compreso nel prezzo Box Auto doppio.
€ 180.000,00
classe energ. in corso di certificazione

Per maggiori informazioni...
