Bilocale via Passo del turchino, Roma	Roma	279.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/bilocale-via-passo-del-turchino-roma/87848881	Rif: SD - NO IVA ACQUISTO DA PRIVATO
 Il Centro Residenziale Giardino di Faonte sorge in posizione privilegiata tra i quartieri Talenti e Monte Sacro.
 Gli edifici godono di un'ottima posizione sopraelevata tra due aree verdi: l'area archeologica della storica Villa di Faonte che ospitò Nerone destinata ad area museale e l'area destinata a verde pubblico del nuovo parco cittadino.
 La sua ubicazione offre una splendida vista, spazi verdi, qualità dell'aria e tranquillità; allo stesso tempo...
