Appartamento situato a Roma di 80 mq - Rif ITI 048-AA1657	Roma	265.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/appartamento-situato-a-roma-di-80-mq-rif-iti-048-aa1657/87834421	Codice ITI 048: Proponiamo in vendita appartamento a Roma in zona Portuense adze via Belluzzo di circa 80 mq in palazzina signorile a cortina finemente ristrutturato ingresso salone zona cucina due camere due servizi balcone giardino cantina. L''istituto torinese immobiliare mette a vostra disposizione esperti nel settore per valutazioni gretuite e senza impegno oltre ad un portafoglio di più di 1000 immobili per info e/o appuntamento contattare sebastianelli massimo. tel. 320/6812822
Classe...
