Trilocale via IRIS VERSARI, Roma	Roma	310.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/trilocale-via-iris-versari-roma/87851342	Rif: T338B - Casal Brunori - Via Iris Versari,
 In contesto residenziale, proponiamo la vendita di un delizioso appartamento bilivello all'interno di una palazzina in cortina con giardino condominiale.
 Limmobile si trova al secondo e ultimo piano ed è composto al primo piano da un ingresso, salone, cucina a vista ed un servizio; al secondo piano troviamo due camere da letto ed un servizio finestrato.
 Completa la proprietà un terrazzo di 8 mq.
 Classe Energetica: G Rif. T338 € 310000...
