Quadrilocale via San Lino Papa, Roma	Roma	690.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/quadrilocale-via-san-lino-papa-roma/87844583	PINETA SACCHETTI - ADIACENZE POLICLINICO-GEMELLI IN VIA PRIVATA.
 
 In via privata con ampie aree parcheggio, proponiamo in vendita splendido appartamento con vista panoramica posto al piano terzo servito da ascensore,con tripla esposizione prevalente a sud con vista su Roma, Castelli Romani e Cupola di San Pietro.
 La residenza è composta da: Ampio Ingresso, salone, tre camere, cucina abitabile, doppi servizi e magnifica terrazza vivibile con vista su Roma, Cupola di S. Pietro e castelli...
