Pigneto quadrilocale 95mq	San Lorenzo / Pigneto / Centocelle	147.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-san-lorenzo-pigneto-centocelle/pigneto-quadrilocale-95mq/87832939	PIGNETO Appartamento al piano rialzato composto da ingresso-corridoio, disimpegno, cucina, quattro camere e bagno. 147.000€ 

95MQ â€" DOPPIA ESPOSIZIONE â€" BUONE CONDIZIONI â€" VIA CONTE DI CARMAGNOLA
