Balduina appartamento 115 mq balconato e ristrutturato rif 1170	Balduina / Montemario / Trionfale	450.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-balduina-montemario-trionfale/balduina-appartamento-115-mq-balconato-e-ristrutturato-rif/84384415	Balduina Roma Via Ugo De Carolis - Largo Maccagno
Proponiamo in vendita un appartamento molto luminoso e completamente ristrutturato posto al secondo piano di un elegante palazzina con servizio di portineria.
L'appartamento sviluppa una superfice di circa mq 115 commerciali - 100 mq calpestabili - composto da: ampio ingresso, ulteriore disimpegno che divide la sala dal corridoio che porta alla zona notte, ampio salone, cucina, tinello, balconata, due camere da letto (una matrimoniale e una...
