Bed & Breakfast in Vendita	Roma	350.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/bed-breakfast-in-vendita/87849357	Rif: 62 - cedesi contratto d'affitto d'azienda di attività alberghiera sita in roma in via principe amedeo (termini), esercitata in palazzetto composto da 14 camere, reception e sala ristorazione. classe energetica g 175 kw/h. prezzo di vendita 350.000,00 euro. canone mensile 13.000,00 euro!
 ottimi fatturati, per info e appuntamenti contattare l'agenzia immobiliare roma centro allo 0664007056
