Eur Laurentina trilocale con balcone e posto auto	Marconi / Colombo / Laurentino	124.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-marconi-colombo-laurentino/eur-laurentina-trilocale-con-balcone-e-posto-auto/87832905	EUR LAURENTINA appartamento al piano undicesimo, composto da ampio ingresso, cucina abitabile, 3 camere, doppi servizi, ampio disimpegno e balcone. Cantina e posto auto. 124.000 euro. 

VIA IGNAZIO SILONE- 115MQ + 8MQ DI BALCONE + 12MQ DI POSTO AUTO + 7,5MQ DI CANTINA- BUONO STATO- LUMINOSO
