Appartamento di 4 o più locali in Vendita a Roma - Rif. V000515	Roma	560.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/appartamento-di-4-o-piu-locali-in-vendita-a-roma-rif/87834610	Colli Portuensi Immobiliare affiliato Buildingcase propone in vendita immobile situato in zona Casaletto all''altezza di via Luigi Arati, precisamente in piazza del Sacro Cuore, in una palazzina degli anni sessanta provvista di ascensore di cinque piani complessivi ad intonaco in buono stato manutentivo.
Posto al quarto piano internamente è composto da ingresso, soggiorno, tre camere matrimoniali, cucina abitabile, due bagni, tre balconi.
Ottima la luminosità grazie alla tripla esposizione...
