Tor Tre Teste porzione di casa indipendente con terrazzo	Prenestino / Casilino	279.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-prenestino-casilino/tor-tre-teste-porzione-di-casa-indipendente-con-terrazzo/87809108	Tor tre teste - Via della Formica, porzione di bifamiliare su unico livello composta da salone doppio cucina abitabile camera matrimoniale cameretta, ampio bagno, veranda abitabile e corte perimetrale. Terrazzo avente accesso esterno di 100 mq con locale lavatoio di 18 mq e servizio. Per informazioni e visite, PM IMMOBILIARE 3388872802.

La PM IMMOBILIARE DI Proia Massimo SI TROVA A TORRE MAURA IN VIA DELLE ALLODOLE, 8. SI ESEGUONO VALUTAZIONI GRATUITE SENZA LIMITI DI ZONA. PER UN APPUNTAMENTO...
