Monolocale via Monte Albino, Roma	Roma	110.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/monolocale-via-monte-albino-roma/87838109	Rif: 17 - TOR FISCALE - VIA MONTE ALBINO
 Appartamento ottimo per uso investimento attualmente locato, canone annuo pari ad Euro 6.700,00 composto da: ingresso, camera da letto matrimoniale, cucina abitabile, servizio, ottimo stato. cl. Energ. G 
 PER INFO CONTATTARE LO 06/45654535
