Locali e licenze commerciali situato a Roma di 60 mq - Rif ITI 048-AA	Roma	180.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/locali-e-licenze-commerciali-situato-a-roma-di-60-mq-rif/87834433	Codice ITI 048: Colombo via Capitan Bavastro negozio c/1 mq 60 circa con una porta fronte strada con servizio impianti a norma climatizzato vicino camera di commercio, ristoranti eataly, possibile canna fumaria.Per informazioni tel. 320/6812822
Classe energetica:G
Epi:175 kWh/m²
