Appartamento situato a Roma di 90 mq - Rif ITI 048-AA196	Roma	290.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/appartamento-situato-a-roma-di-90-mq-rif-iti-048-aa196/87834407	Codice ITI 048: Proponiamo in vendita appartamento in zona tuscolana adze Flavio Stilicone,zona altamente commerciale piano attico, luminoso, assolato, in palazzina a cortina, salone, due camere ,cucina abitabile ,servizio ,ripostiglio, balcone termoautonomo.L''istituto torinese immobiliare mette a vostra disposizione esperti nel settore per valutazioni gratuite e senza impegno oltre ad un portafoglio di più di 1000 immobili per info e/o appuntamento contattare il tel. 320/6812822
Classe...
