Appartamento situato a Roma di 70 mq - Rif ITI 048-19637	Roma	295.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/appartamento-situato-a-roma-di-70-mq-rif-iti-048-19637/87834444	Codice ITI 048: Proponiamo in vendita zona monteverde in via laura mantegazza palazzina signorile panoramico assolato ingresso salone camera cucina abitabile servizio ripostiglio balconata termoautonomo.L''istituto torinese immobiliare mette a vostra disposizione esperti del settore per valutazioni gratuite e senza impegno oltre ad un portafoglio di più di 1000 immobili per informazioni e/o appuntamento contattare il 320/6812822
Classe energetica:G
Epi:168.54 kWh/m²
