Appartamento piazza Capri, Roma	Roma	295.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/appartamento-piazza-capri-roma/87846769	Piazza Capri, proponiamo in vendita appartamento di 140 mq + 60 mq di terrazzi composto da un ampio ingresso, salone, cucina abitabile, due camere + una cameretta, due bagni e due ampi terrazzi abitabili.
 La proprietà è posta al primo piano ed è da ristrutturare, libera da marzo 2016. Ottima opportunità.
