Nomentana valli piano attico	Montesacro / Talenti / Prati Fiscali	240.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-montesacro-talenti-prati-fiscali/nomentana-valli-piano-attico/83994918	Nomentana valli piano attico luminoso ingresso soggiorno camera cucina bagno ripostiglio 2 balconi euro 240000

