Bilocale via di Colle Rosato, Roma	Roma	210.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/bilocale-via-di-colle-rosato-roma/87838922	Rif: rosa - Vicinanze piazza della Radio in contesto piacevole e tranquillo in una piccola palazzina di quattro piani, molto particolare rispetto ai classici palazzoni di via portuense, proponiamo in vendita un appartamento bilocale al terzo piano composto da soggiorno, angolo cottura, camera e bagno. L'immobile è in buone condizioni interne. Classe energetica G epi 175 kwmqa. Per appuntamenti contattate il: 06-71072371
 
 Ogni agenzia ha un proprio titolare ed è autonoma. Le presenti...
