Quadrilocale via Pellegrino Matteucci, Roma	Roma	310.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/quadrilocale-via-pellegrino-matteucci-roma/87883813	Rif: 2412 - GARBATELLA ADIACENZE EATALY in palazzo in cortina in buono stato con ascensore e servizio di portineria, vi proponiamo un appartamento sito al piano VI di 115 mq composto da ampio ingresso, salone con accesso su balcone,3 camere matrimoniali, cucina abitabile, bagno e ampio ripostiglio. L'immobile ha una doppia esposizione molto luminosa, punti cardinali est/ovest. 
 La zona in cui è ubicato l'appartamento è ben collegata con i mezzi pubblici e ben servita da diversi esercizi...
