Villa via ITALO ORTO, Roma	Roma	449.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/villa-via-italo-orto-roma/87890899	Rif: T503B - TOR DE CENCI, Via Italo Orto.
 In contesto residenziale, proponiamo la vendita di un villino caposchiera in ottime condizioni di 180 mq.
 Il villino, trilivello, è così composto al piano terra da salone doppio, cucina a vista, camera da letto, servizio e terrazzo di 10 mq; al primo piano da tre camere e doppi servizi; mentre al piano inferiore da sala hobby, ampio salone con camino e cucina, servizio e giardino privato di 50 mq
 Completa la proprietà un box auto.
 Classe...
