Trilocale via Emilio Lepido, Roma	Roma	259.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/trilocale-via-emilio-lepido-roma/87838913	Rif: Jon - Via Emilio Lepido vicinissimo alla via Tuscolana e alle fermate della metro linea A, proponiamo un immobile al secondo piano con ascensore composto da: ingresso, salone, due ampie camere, bagno, cucina, balcone. L'immobile è in buone condizioni interne. Lo stabile è dotato di servizio di portierato ed è in buone condizioni.
 Classe energetica G epi 175 kwmqa.
 Per appuntamenti contattate il: 06-71072371
 
 Ogni agenzia ha un proprio titolare ed è autonoma. Le presenti...
