Trilocale via andrea bafile, Roma	Roma	450.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/trilocale-via-andrea-bafile-roma/87885403	Rif: BAFILE - PRATI - Ad. Mazzini -
 
 Via Andrea Bafile
 
 In signorile stabile d'epoca ristrutturato e di rappresentanza, proponiamo elegante 2° piano alto luminosissimo, totalmente ristrutturato con finiture di pregio, parquet con impianto di riscaldamento/raffrescamento integrato, termosifoni di design, infissi nuovi, riscaldamento autonomo, 78 mq circa composti da ingresso, ampio salone, cucina semiabitabile, cameretta, camera da letto con cabina armadio, soppalco e balconcino.
 
 Classe...
