Appartamento mq. 88	Aurelio/ Boccea	330.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-aurelio-boccea/appartamento-mq-88-box-auto-mq-70/84224621	APPARTAMENTO cat. a/7 mq. 88 posto al primo piano, composto da salone, ingresso, due camere da letto, bagno, ripostiglio, cucina abitabile e due balconi. Presente ascensore
NO AGENZIE.
