Bilocale vicolo di Porta Furba, Roma	Roma	150.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/bilocale-vicolo-di-porta-furba-roma/87838927	Rif: np - Proponiamo la vendita di diritto reale come nuda proprietà in una piccola palazzina in Via di vicolo di Porta Furba, strada privata e pedonale, un appartamento al secondo piano di mq 55 composto da ingresso, soggiorno, camera, cucina, bagno e balcone. L'usufruttuario ha 81 anni. Classe energetica G epi 175 kwmqa. Per appuntamenti contattate il: 06-71072371
 
 Ogni agenzia ha un proprio titolare ed è autonoma. Le presenti informazioni non costituiscono elemento contrattuale.
