Trilocale via degli Adimari, Roma	Roma	410.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/trilocale-via-degli-adimari-roma/87885586	Rif: 28/15 - Adiacente Portuense, Irripetibile, in piccola palazzina signorile in cortina proponiamo appartamento di ampia metratura composto da: ingresso salone doppio due camere cucina abitabile doppi servizi due terrazzi due posti auto e cantina € 410.000.
 
 Note:Porta blindata,Armadi a muro 4 sportelli e 2 sportelli,Infissi in alluminio doppio vetro color legno,Marmi in ingresso salone e corridoio,Parquet nella camera padronale,Condizionatori in salone e camera da letto, Bagni rifatti da...
