Attico/Mansarda situato a Roma di 90 mq - Rif ITI 048-AA15504	Roma	195.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/attico-mansarda-situato-a-roma-di-90-mq-rif-iti-048-aa15504/87834431	Codice ITI 048: Proponiamo in vendita appartamento a Roma zona Borghesiana, in villino di recente costruzione, attico e superattico, panoramico, assolato, salone con zona cottura, tre camere, due servizi, terrazzo, box triplo. L''istituto torinese immobiliare mette a vostra disposizione esperti nel settore per valutazioni gratuite e senza impegno oltre ad un portafoglio di più di 1000 immobili per info e/o appuntamento contattare il tel. 320/6812822 
Classe energetica:D
Epi:99.785 kWh/m²
