Villetta a schiera via Enzo Paci, Roma	Roma	359.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/villetta-a-schiera-via-enzo-paci-roma/87838126	Rif: 714 - TUSCOLANA â€" ad Via Anile - Collina Barcaccia
 Nella servitissima e collegata zona di Collina Barcaccia (scuola comunale, centro commerciale, palestra, parco giochi) proponiamo la vendita di una villa signorile in cortina. Piano terra: ampio salone, cucina abitabile, bagno, due giardini. Primo Piano: due camere da letto, bagno, ampio soppalco e due balconi. Piano interrato: ampia sala hobby, cameretta e locale cantina. Ristrutturato con finiture di pregio, climatizzato,...
