Bilocale per intenditori	Gianicolense / Colli Portuensi / Monteverde	350.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-gianicolense-colli-portuensi-monteverde/bilocale-per-intenditori/87830019	MONTEVERDE VECCHIO V.le dei Quattro Venti alto V piano con ascensore doppia esposizione ingresso cucina abitabile letto salone bagno da ristrutturare zona ben servita pochi minuti da villa Sciarra Gianicolo S.Pietro ore 13-16 - 
328 9457864 - 393 9270440
