Bed & Breakfast in Vendita	Roma	25.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/bed-breakfast-in-vendita/87885297	Situata a soli 200m mt. dalla stazione ferroviaria di Roma San Pietro e a soli 900 mt. da Piazza San Pietro, proponiamo attività di casa vacanze in forma non imprenditoriale, regolarmente autorizzata, esercitata su appartamento 60 mq. composta da ampio ingresso, soggiorno con soppalco, camera, cucina separata e bagno.
 Completamente ristrutturata, la casa si presenta con parquet in tutte le stanze e monocottura in cucina, bagno ed impianti completamente rifatti.
 Canone mensile euro 1000,00...
