Bilocale via Calpurnio Pisone, Roma	Roma	180.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/bilocale-via-calpurnio-pisone-roma/87883863	Rif: 2426 - CINECITTA' DON BOSCO adiacenze Parrocchia San Giovanni Bosco, in palazzo con facciata in intonaco con ascensore e portineria vi proponiamo un appartamento sito al VII ed ultimo piano di 60 mq composto da ingresso saloncino camera cucina abitabile bagno due balconi.
 Lì'immobile ha un'esposizione esterna aperta panoramica e luminosa. 
 La zona in cui è ubicato l'immobile è ottimamente collegata con i mezzi pubblici , e a 500 mt dalla fermata della metro Giulio Agricola.
 Prezzo...
