Borghesiana Appartamento Uso C/6 con Box	Prenestino / Casilino	80.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-prenestino-casilino/borghesiana-appartamento-uso-c-6-con-box/87876062	BORGHESIANA
In palazzina, a due passi da tutti i servizi ,a pochi passi dalla fermata dellA LINEA ATAC, proponiamo in vendita appartamento uso C/6 sto al piano seminterrato, con doppio ingresso, composto da salone con cucina a vista, camera matrimoniale, cameretta, bagno, box auto di 70Mq a livello.

Euro 80.000,00
Lâ€(TM)immobile è ubicato in Zona dei Borghesiana, a 6,5 Km dal G.R.A. , VIII Municipio, a pochi passi da Via Casilina , dove c'è il capolinea degli autobus Grotte Celoni e nei...
