Spazioso appartamento luminoso	San Lorenzo / Pigneto / Centocelle	139.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-san-lorenzo-pigneto-centocelle/spazioso-appartamento-luminoso/87852826	Ampio appartamento in ottimo contesto a pochi passi da tutti i tipi di servizi, composto da ingresso, ampio soggiorno, camera matrimoniale, cucina abitabile, bagno, ripostiglio e balcone, con facilissima possibilità di realizzare una terza camera. 
L'immobile, molto luminoso a ogni ora del giorno grazie alla sua ottima doppia esposizione Sud-Est, è in uno stabile in semi-cortina sito in via dei Girasoli, in ottimo contesto tranquillo e riservato ma allo stesso tempo centrale e collegato, a...
