Trilocale a riscatto - 175.000 - selva nera	Aurelio/ Boccea	175.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-aurelio-boccea/trilocale-a-riscatto-175-000-selva-nera/72628779	SELVA NERA a via Marighetto &#8211;VENDITA DIRETTA AFFITTO A RISCATTO - no agenzia - salone con angolo cottura, 2camera, bagno, armadio a muro, balcone perimetrale, pannelli solari, porta blindata, videocitofono a colori, porta a scrigno, 
BILO/TRILO/QUADRILOCALI A RISPARMIO ENERGETICO
Puoi acquistare BOX &#8211; CANTINE &#8211; POSTI AUTO

POSSIBILITA' DI PERSONALIZZARE GLI INTERNI

POSSIBILITA' ACCOLLO MUTUO E NOTAIO IN SEDE

PAGAMENTI PERSONALIZZATI 
Per visite chiamare Nanni
