Bilocale viale Appio Caludio, Roma	Roma	310.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/bilocale-viale-appio-caludio-roma/87838910	Rif: mio72 - Via Appio Claudio pressi Via Lemonia proponiamo,in una delle migliori palazzine in cortina, un delizioso appartamento composto da: ingresso, soggiorno con cucina, camera, angolo studio,servizio, giardino di 40 metri quadrati molto discreto perche non esposto direttamente sulla strada, posto auto coperto al piano seminterrato e cantina.
 L'immobile è in ottime condizioni interne e il giardino, esposto a sud. La distanza dal Parco degli Acquedotti e di solo 110 metri, ottimo per gli...
