Box Auto - Porta di Roma (vicinanze IKEA)	Montesacro / Talenti / Prati Fiscali	27.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-montesacro-talenti-prati-fiscali/box-auto/45785691	Vendesi box auto di circa 16 m2, 2° livello interrato, zona Porta di Roma (vicinanze IKEA), in condizioni pari al nuovo, usato poco.

Il box è dotato di porta basculante a doppia serratura, illuminato, con accesso dalla strada chiuso da cancello motorizzato.

Prezzo trattabile.
