Bed & Breakfast in Vendita	Roma	85.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/bed-breakfast-in-vendita/87885301	Nella splendida cornice del quartiere Prati su palazzina dei primi '900 al primo piano con ascensore proponiamo attività di Bed & Breakfast composto da ampia zona giorno e tre camere con bagni interni. Tutte le stanze sono dotate di aria condizionata e televisori LCD con arredi di lusso. Nelle immediate vicinanze tutti i servizi e mezzi di pubblico trasporto.
 Ottime le condizioni interne, con materiali di pregio.
 Spese condominiali euro 33,00 mensili.
 Richiesta buonuscita.
