Appartamento via francesco de sanctis, Roma	Roma	499.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/appartamento-via-francesco-de-sanctis-roma/87885402	Rif: DE SANCTIS - PRATI 
 Via Francesco De Sanctis
 
 In signorile stabile dâ€(TM)epoca ristrutturato, con grazioso portico condominiale, luminoso 2° P alto, 130 mq circa, composto da ingresso, corridoio, cucina abitabile, ampio salone, 3 camere, ampio bagno e grande soppalco accessibile da più camere. La planimetria dell'immobile, composta da tramezzature non portanti, offre numerose possibilità di cambiamento, come la variante di poter realizzare un secondo bagno o modificare la...
