Ristrutturato con doppio affaccio e ampio posto auto coperto	Tiburtino / Collatino	310.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-tiburtino-collatino/ristrutturato-con-doppio-affaccio-e-ampio-posto-auto/87852321	Posizionato nella parte centrale del quartiere di Colli Aniene, ottima per servizi, attività commerciali, scuole, trasporti pubblici, proponiamo in vendita un quadrilocale ristrutturato con posto auto doppio coperto di proprietà.
L'appartamento è composto da: ingresso, ampio salone con accesso sul terrazzo, cucina abitabile con accesso ad un altro balcone, disimpegno, due comode camere da letto, cameretta, due bagni (ristrutturati a giugno 2015).
Riscaldamento centralizzato con...
