Bilocale via via Collatina, Roma	Roma	135.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/bilocale-via-via-collatina-roma/87882238	Rif: LUNGHEZZA - Via Collatina a pochi passi dalla Stazione di Lunghezza proponiamo in vendita un appartamento posto al 1° piano ed ultimo di uno stabile in tinta senza ascensore.L'appartamento è di circa mq 60 e composto da ingresso, soggiorno, cucina abitabile,camera matrimoniale, bagno.L'appartamento si presenta in buone condizioni interne, inoltre dispone di una comoda e ampia cantina.L'appartamento non dispone di spazi esterni.No spese condominiali.Termo autonomo.Cl. En G.
 Per info e...
