Quadrilocale via CARLO ZACCAGNINI, Roma	Roma	295.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/quadrilocale-via-carlo-zaccagnini-roma/87850652	Rif: T418B - Spinaceto - Via Carlo Zaccagnini.
 In una palazzina completamente ristrutturata con giardino condominiale, proponiamo la vendita di un secondo piano angolare, completamente ristrutturato nel 2013 composto da: ingresso, salone, cucina abitabile, tre camere da letto, doppi servizi, entrambi finestrati e ripostiglio. Completano la proprietà due balconi e un box auto di 16 mq.
 Classe Energetica: G Rif. T418 € 295000 Tratt.
 Siamo a disposizione per fornirVi maggiori informazioni e...
