Trilocale via Guido Cora, Roma	Roma	269.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/trilocale-via-guido-cora-roma/87883860	Rif: 2427 - PIGNETO ADIACENZE VIA ANTONIO TEMPESTA in palazzo in cortina di 7 piani con ascensore vi proponiamo un appartamento sito al secondo piano di 85 mq composto da ingresso soggiorno due camere cucina abitabile bagno ripostiglio due balconi. 
 L'immobile ha una doppia esposizione molto tranquilla e luminosa
 La zona in cui è ubicato l'appartamento è ben fornita da diversi mezzi pubblici collegati con il centro della città e servizi commerciali.
 Prezzo si vendita € 269.000.
 Classe...
