Due Leoni Villa Nuova Costruzione 4 Locali con Giardino	Prenestino / Casilino	179.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-prenestino-casilino/due-leoni-villa-nuova-costruzione-4-locali-con-giardino/87875491	CASILINA DUE LEONI
Villa caposchiera in contesto residenziale, a due passi da tutti i servizi ,a pochi passi dalla fermata della metro Grotte Celoni, proponiamo in vendita villa angolare su tre livelli, salone con angolo cottura, camera matrimoniale,2 camerette, 3 bagni,balcone a livello di 20Mq, sala hobby, box auto auto privato, giardino 50Mq. Internamente da ultimare nei rivestimenti. Possibilità di acquisto sia da rifinire che rifinita in ogni particolare.
Completano la proprietà,...
