Trilocale via Casilina, Roma	Roma	225.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/trilocale-via-casilina-roma/87883849	Rif: 2416 - TORPIGNATTARA adiacenze Via S.Marcellino in palazzina 3 piani vi proponiamo un appartamento posto al terzo ed ultimo piano di 80 mq composto da ingresso salone due camere cucina abitabile bagno ripostiglio soppalco, due balconi. 
 L'immobile ha esposizione esterna luminosa e aperta , la zona in cui è ubicata è ben servita da vari esercizi commerciali e mezzi di trasporto. Prezzo de vendita € 225.000. Classe energetica di appartenenza: G.
