Appartamento largo Strindberg, Roma	Roma	550.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/appartamento-largo-strindberg-roma/87851189	Rif: 348 - Appartamento su tre livelli composto da ingresso, soggiorno doppio, cucina, ripostiglio, terrazzo e balcone al primo piano; quattro camere, doppi servizi con finestra e due ripostigli al piano terra; ampia taverna, servizio e zona lavanderia al piano seminterrato. La proprietà comprende un posto auto coperto. Pavimenti in ceramica, riscaldamento autonomo, porta blindata.
 Parti comuni in buono stato di manutenzione. Spese condominiali Euro 1.200,00/anno circa.
 Stabile di tipo...
