Trilocale via Abate di Tivoli, Roma	Roma	160.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/trilocale-via-abate-di-tivoli-roma/87882624	SETTECAMINI - Via Abate di Tivoli - Appartamento di 85 mq, sito al 5° piano con ascensore. Tripla esposizione, luminoso e panoramico. Composto da salone con terrazzo abitabile, 2 ampie camere, cucina abitabile, servizio con vasca. Cantina. Termoautonomo. Parquet. Porta blindata. Parzialmente arredato. Euro 160.000 COMPRESE COMMISSIONI Agenzia.
 Per informazioni e appuntamenti contattare lo 06.5417973, saremo lieti di risponderVi. www.romacasaweb.it
