Quadrilocale via Attilio Hortis, Roma	Roma	230.000 €	http://www.kijiji.it/annunci/vendita/roma-annunci-roma/quadrilocale-via-attilio-hortis-roma/87838928	Rif: Barbara - Nuda proprietà in Via Attilio Hortis piano alto e luminoso proponiamo un appartamento composto da: ingresso, salone, tre ampie camere, ripostiglio, servizio, cucina, due balconi. L'immobile e situato al sesto piano di una palazzina in tinta di sette piani, la via è molto silenziosa pur essendo a 50 mt. circa da Via Prenestina. Classe "G" epi 175 Kw Mqha, Per Appuntamenti potete chiamare allo : 06/71072371 
 
 Ogni agenzia ha un proprio titolare ed è autonoma. Le presenti...
